iter	Logloss
230	0.6606554935
231	0.6606077563
232	0.6605358803
233	0.6604437538
234	0.6603536794
235	0.6602742432
236	0.6601982631
237	0.6601036526
238	0.6600501911
239	0.6599985657
240	0.6599232877
241	0.659860376
242	0.6598039444
243	0.6597403847
244	0.659675421
245	0.6595877226
246	0.6595049923
247	0.6594664353
248	0.6593947753
249	0.659309399
250	0.6592213766
251	0.6591431825
252	0.659050678
253	0.6589852282
254	0.6589200485
255	0.6588629149
256	0.6587769446
257	0.6587083627
258	0.6586236344
259	0.6585620187
260	0.6584673002
261	0.6583894301
262	0.6583235483
263	0.6582663067
264	0.6581926487
265	0.6581414553
266	0.6580575911
267	0.6579977574
268	0.6579178353
269	0.6578273288
270	0.6577637691
271	0.6577127377
272	0.6576597623
273	0.6575674738
274	0.6574860935
275	0.6573638342
276	0.65728267
277	0.6572122521
278	0.6571377841
279	0.6570655841
280	0.656987444
281	0.6569284204
282	0.6568479042
283	0.6567906087
284	0.6567170047
285	0.6566094878
286	0.6565015928
287	0.6564374931
288	0.6563729073
289	0.6563047575
290	0.6562342316
291	0.6561591695
292	0.6560944218
293	0.6560206018
294	0.6559718925
295	0.6559071447
296	0.6558335947
297	0.6557615567
298	0.6556793125
299	0.6556072746
300	0.6555665575
301	0.65551288
302	0.6554728109
303	0.6553993689
304	0.6553144246
305	0.6552740855
306	0.6552153859
307	0.6551547423
308	0.6550912366
309	0.6550284869
310	0.6550065623
311	0.6549511568
312	0.6548564382
313	0.6547716019
314	0.6547108502
315	0.6546490726
316	0.6546066274
317	0.6545499259
318	0.654479292
319	0.6544343627
320	0.654368913
321	0.6542881268
322	0.6542390394
323	0.6542014004
324	0.6541301185
325	0.6540551104
326	0.6539967349
327	0.6539342012
328	0.6538895959
329	0.6537929333
330	0.6537151712
331	0.6536208847
332	0.6535534368
333	0.6534786448
334	0.6533820902
335	0.6533300868
336	0.6532670671
337	0.6532215438
338	0.6531421617
339	0.6530871342
340	0.6530185523
341	0.6529641188
342	0.6528838727
343	0.6528319232
344	0.6527599933
345	0.6526645187
346	0.652563914
347	0.6525204968
348	0.6524708154
349	0.652382415
350	0.6523241475
351	0.6522761942
352	0.6521834737
353	0.6521254761
354	0.6521071156
355	0.6520235753
356	0.6519196225
357	0.651863623
358	0.6517939071
359	0.6517199791
360	0.6516674356
361	0.651604902
362	0.6515531685
363	0.6515058093
364	0.6514732464
365	0.6514522938
366	0.6513767998
367	0.6513259304
368	0.651273657
369	0.6511741863
370	0.651127907
371	0.6510600812
372	0.651018608
373	0.650943006
374	0.6509106051
375	0.6508617338
376	0.6508214487
377	0.6507543789
378	0.6506932492
379	0.6506515601
380	0.6505970186
381	0.6505585156
382	0.6505037041
383	0.650465687
384	0.6504144396
385	0.6503593042
386	0.6502969325
387	0.6502605355
388	0.6501904416
389	0.6501453503
390	0.6500922129
391	0.6500397235
392	0.6499438709
393	0.6498767471
394	0.6498340859
395	0.6497901287
396	0.6497331032
397	0.6496711635
398	0.6496023656
399	0.6495518202
400	0.6495029489
401	0.6494261588
402	0.6493713473
403	0.6492949353
404	0.6492271094
405	0.6491355229
406	0.6490861116
407	0.6489992232
408	0.6489628263
409	0.6489063407
410	0.6488254465
411	0.6487817053
412	0.6487376401
413	0.6486690043
414	0.6486105207
415	0.648548257
416	0.6484784331
417	0.6483977009
418	0.6483471555
419	0.6482801397
420	0.648214906
421	0.6481584204
422	0.6481250475
423	0.648070344
424	0.6480173686
425	0.6479808636
426	0.6479180059
427	0.6478293355
428	0.6477570815
429	0.6477049701
430	0.6476609049
431	0.6475808208
432	0.6475031126
433	0.6474098521
434	0.6473338181
435	0.6472649122
436	0.6471987604
437	0.6471436789
438	0.6470974536
439	0.6470481503
440	0.6469808105
441	0.6469244869
442	0.6468332245
443	0.6467867832
444	0.646706645
445	0.6466741902
446	0.6466071203
447	0.6465351364
448	0.6464923132
449	0.6464504081
450	0.6463962446
451	0.6463433772
452	0.6462779814
453	0.6462230619
454	0.6461431397
455	0.6461091188
456	0.6460673757
457	0.646003816
458	0.6459591567
459	0.6459134175
460	0.6458788026
461	0.6458368974
462	0.6457670195
463	0.6457159341
464	0.6456565325
465	0.6456053931
466	0.6455551718
467	0.6455233649
468	0.6454753576
469	0.645417252
470	0.6453946254
471	0.6453727008
472	0.6453105991
473	0.645269342
474	0.6452382372
475	0.6452026502
476	0.6451752715
477	0.6451409805
478	0.6450631644
479	0.6449785981
480	0.6449329669
481	0.6448651951
482	0.6447990433
483	0.6447742566
484	0.6447275993
485	0.6446469211
486	0.6445879515
487	0.6445240138
488	0.6444425796
489	0.6443966243
490	0.6443451069
491	0.6442921315
492	0.6442584346
493	0.6441754883
494	0.6441311531
495	0.6441036664
496	0.6440600872
497	0.6440264443
498	0.6439654226
499	0.6439169293
500	0.6438921967
501	0.6438541256
502	0.6437985581
503	0.6437686413
504	0.6437064316
505	0.6436551302
506	0.643611227
507	0.6435418892
508	0.6434753053
509	0.6434336162
510	0.643390199
511	0.6433257213
512	0.6432843562
513	0.6432320827
514	0.6431871535
515	0.6431467604
516	0.6430900589
517	0.6430509078
518	0.6430166169
519	0.6429266505
520	0.6428831793
521	0.6428286918
522	0.6427750683
523	0.6427296531
524	0.6426798638
525	0.6426351505
526	0.6425994556
527	0.6425644086
528	0.6425337358
529	0.6424781143
530	0.6424464694
531	0.642393656
532	0.6423379265
533	0.6422483921
534	0.642209457
535	0.6421800262
536	0.6421315329
537	0.6420932998
538	0.6420484786
539	0.641986863
540	0.6419454978
541	0.6418742699
542	0.6418202684
543	0.6417625409
544	0.6417175036
545	0.6416892609
546	0.6416224071
547	0.6415515571
548	0.6415136481
549	0.6414589446
550	0.6414096413
551	0.6413589339
552	0.6412923501
553	0.6412342445
554	0.6411628006
555	0.6411260256
556	0.6410821224
557	0.6410462114
558	0.6410100304
559	0.6409659653
560	0.6408999755
561	0.6408260475
562	0.6407587076
563	0.6407143184
564	0.640661343
565	0.6406058835
566	0.6405638163
567	0.6405233692
568	0.6404384789
569	0.6404145023
570	0.6403559647
571	0.640329126
572	0.6402446137
573	0.640220313
574	0.6401626395
575	0.6401123101
576	0.6400924375
577	0.6400510724
578	0.6400076552
579	0.6399617
580	0.6398654154
581	0.6398492149
582	0.6398027197
583	0.639741806
584	0.6396580498
585	0.6396170086
586	0.6395668953
587	0.6394962614
588	0.6394588924
589	0.6393660638
590	0.639297536
591	0.6392379184
592	0.639189425
593	0.6391487079
594	0.6390981626
595	0.639041353
596	0.63900312
597	0.6389499825
598	0.6389196877
599	0.6388601241
600	0.638820919
601	0.63878085
602	0.6387298186
603	0.6386846193
604	0.6386378541
605	0.6385852026
606	0.6385320652
607	0.6384986383
608	0.6384429088
609	0.638377891
610	0.6383423581
611	0.638302613
612	0.6382576838
613	0.6382203687
614	0.638191802
615	0.6381422286
616	0.6381008095
617	0.6380765628
618	0.6380336857
619	0.6379852464
620	0.6379516035
621	0.6379221727
622	0.6378698992
623	0.6378265901
624	0.6377592502
625	0.6377299274
626	0.6376828922
627	0.6376658817
628	0.6376251646
629	0.6375836375
630	0.6375776973
631	0.6375337941
632	0.6374658063
633	0.6374021925
634	0.6373707097
635	0.6373332867
636	0.6372591967
637	0.6372412682
638	0.6371773844
639	0.6371178748
640	0.6370602553
641	0.6370225622
642	0.6369807651
643	0.6369296257
644	0.6369108872
645	0.6368514856
646	0.6367991582
647	0.6367306303
648	0.6367128098
649	0.6366621565
650	0.6366376398
651	0.6365840703
652	0.6365374131
653	0.6364754734
654	0.6364369704
655	0.6364155858
656	0.6363453839
657	0.6362859823
658	0.6362261486
659	0.6361405023
660	0.6361219798
661	0.6360744585
662	0.6360533439
663	0.6360042026
664	0.6359479331
665	0.6359003578
666	0.6358644468
667	0.6358443583
668	0.6358210296
669	0.6357921929
670	0.6357665422
671	0.6357299832
672	0.6357028204
673	0.6356687995
674	0.6356325645
675	0.635611936
676	0.6355690588
677	0.6355147873
678	0.6354987489
679	0.635466456
680	0.6354069464
681	0.6354005742
682	0.6353663373
683	0.6353454927
684	0.63531995
685	0.6352775049
686	0.6352382458
687	0.635169232
688	0.6351201986
689	0.6350788335
690	0.6350516168
691	0.6350163538
692	0.6349649984
693	0.6348896124
694	0.6348294547
695	0.6347924637
696	0.6347422424
697	0.634693533
698	0.6346641022
699	0.6346205771
700	0.6345681956
701	0.6345109541
702	0.6344501484
703	0.6344114834
704	0.6343638001
705	0.6343339913
706	0.6343028324
707	0.6342667055
708	0.6342409468
709	0.6342151341
710	0.6341864593
711	0.6341542744
712	0.6341108032
713	0.6340562618
714	0.6340089565
715	0.6339519309
716	0.6338938793
717	0.6338329657
718	0.6337903585
719	0.6337454833
720	0.6336914279
721	0.6336531948
722	0.6336066996
723	0.6335626344
724	0.6334954025
725	0.6334421571
726	0.633402952
727	0.6333421464
728	0.6332833928
729	0.6332288513
730	0.6332059547
731	0.6331873782
732	0.6331576234
733	0.6331157722
734	0.6330855854
735	0.6330799693
736	0.6330231057
737	0.6329839007
738	0.6329400515
739	0.6329182889
740	0.6328795158
741	0.6328319405
742	0.6328063978
743	0.6327456462
744	0.6327190775
745	0.6327044431
746	0.6326495236
747	0.6326059984
748	0.6325606372
749	0.632517706
750	0.6325003175
751	0.632479149
752	0.6324361098
753	0.6323917746
754	0.6323266488
755	0.63229819
756	0.6322523968
757	0.6321999614
758	0.6321414778
759	0.6320816442
760	0.6320538874
761	0.6320355269
762	0.6319942158
763	0.6319516626
764	0.6319362722
765	0.6319168317
766	0.6318756286
767	0.63185365
768	0.6318320494
769	0.6317948964
770	0.6317588234
771	0.6316960737
772	0.6316518465
773	0.6316304619
774	0.6315984391
775	0.6315254291
776	0.6314571712
777	0.6314261744
778	0.6313712549
779	0.6313354519
780	0.6313214655
781	0.6312522357
782	0.6312228049
783	0.631191916
784	0.6311260342
785	0.6310768389
786	0.6310254295
787	0.6309859004
788	0.6309461014
789	0.6309163465
790	0.6308731994
791	0.6308322663
792	0.6307975973
793	0.6307455399
794	0.6307010427
795	0.6306629177
796	0.6306354309
797	0.6305981159
798	0.6305841295
799	0.6305613949
800	0.6305302901
801	0.6304778006
802	0.6304314674
803	0.630380382
804	0.6303413929
805	0.6302808033
806	0.6302355501
807	0.630195805
808	0.6301630801
809	0.6301279792
810	0.6300879101
811	0.6300350966
812	0.6299996177
813	0.6299443202
814	0.6298733082
815	0.6298456595
816	0.6298080745
817	0.6297794537
818	0.6297448928
819	0.629679281
820	0.6296368898
821	0.6296084851
822	0.6295617738
823	0.6295173846
824	0.629457389
825	0.629421154
826	0.6293832449
827	0.6293316195
828	0.6293088309
829	0.6292691398
830	0.629238413
831	0.6291689131
832	0.6291407784
833	0.6290851029
834	0.629054808
835	0.6290193291
836	0.6289658676
837	0.6289385969
838	0.6288715811
839	0.6288032152
840	0.6287528858
841	0.6287247511
842	0.6286648094
843	0.6286209063
844	0.6285886134
845	0.62853877
846	0.6284769384
847	0.6284410814
848	0.6284072765
849	0.6283467948
850	0.6282727588
851	0.628204339
852	0.6281432633
853	0.6280977941
854	0.6280611271
855	0.6280349904
856	0.6279984854
857	0.6279771008
858	0.6279237473
859	0.6279025248
860	0.6278816262
861	0.627835995
862	0.6277884197
863	0.627727722
864	0.6276806327
865	0.6276246872
866	0.6276113489
867	0.6275407149
868	0.6274830414
869	0.6274294179
870	0.6273917249
871	0.6273357794
872	0.6273124508
873	0.6272640114
874	0.6272339866
875	0.6271893274
876	0.6271415361
877	0.6270966069
878	0.6270395273
879	0.6270006463
880	0.6269620892
881	0.6269194821
882	0.6268609985
883	0.6268352938
884	0.6267884205
885	0.626730315
886	0.6267019642
887	0.6266281442
888	0.6265648005
889	0.6265350457
890	0.6264696499
891	0.6264305528
892	0.6263700712
893	0.6263162317
894	0.626291607
895	0.6262701685
896	0.6261953224
897	0.6261576294
898	0.6261442371
899	0.6260973098
900	0.6260575647
901	0.6260273779
902	0.6259886588
903	0.6259373034
904	0.6258901602
905	0.6258725557
906	0.625810778
907	0.6257838853
908	0.6257217296
909	0.6256937028
910	0.6256336532
911	0.6256133486
912	0.6255475749
913	0.6255023756
914	0.6254625766
915	0.6254290956
916	0.6253875145
917	0.6253266009
918	0.6253066203
919	0.6252528889
920	0.6252094717
921	0.6251615184
922	0.6250949346
923	0.625038341
924	0.6250041041
925	0.6249887677
926	0.6249602009
927	0.6249378443
928	0.6249207258
929	0.6248995033
930	0.6248552221
931	0.6248125609
932	0.6247552114
933	0.6246972138
934	0.6246609788
935	0.6246104334
936	0.6245847287
937	0.6245501138
938	0.6244909822
939	0.6244635494
940	0.6244219683
941	0.6244013398
942	0.6243780651
943	0.6243193655
944	0.6242460315
945	0.6242046664
946	0.6241653534
947	0.6241309544
948	0.6240914253
949	0.6240717148
950	0.6240584304
951	0.6240203594
952	0.6239877965
953	0.6239261269
954	0.6238796856
955	0.623820392
956	0.6237492181
957	0.6236988887
958	0.6236603856
959	0.623637381
960	0.6236190205
961	0.6235914258
962	0.6235568648
963	0.62352549
964	0.623450806
965	0.6234097648
966	0.6233705598
967	0.6233539273
968	0.6233267646
969	0.6232885856
970	0.623266877
971	0.62323237
972	0.623195271
973	0.6231522859
974	0.6231052506
975	0.6230618874
976	0.6230438509
977	0.6230148521
978	0.6229666828
979	0.6229217536
980	0.6228836826
981	0.6228417234
982	0.62278918
983	0.6227619093
984	0.6227393907
985	0.6226953795
986	0.6226568764
987	0.6226026049
988	0.6225655599
989	0.6225497375
990	0.6224847737
991	0.6224421666
992	0.6224242381
993	0.6223666185
994	0.6223377278
995	0.622310997
996	0.6222925825
997	0.6222750861
998	0.6222531615
999	0.6222063962
